slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
limited-run-games-headup,"Limited Run Games, Headup",1,publisher,company-logos/limited-run-games-headup.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-headup,,,,,,,image/svg+xml,1200,600,b46b0d5e70840833f391410ee539d588b32d31a6e6cf70fa098e90a91fca0d5a,Composite credit: split companies before assigning individual logos.
limited-run-games-jandusoft,"Limited Run Games, JanduSoft",1,publisher,company-logos/limited-run-games-jandusoft.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-jandusoft,,,,,,,image/svg+xml,1200,600,f07e5ad68e178a5ca13c39f1ab5f67c346726174eb8711f57e1527a7c410e204,Composite credit: split companies before assigning individual logos.
limited-run-games-konami,"Limited Run Games, Konami",1,publisher,company-logos/limited-run-games-konami.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-konami,,,,,,,image/svg+xml,1200,600,7f4c28980284202097c55e83c82d71a6342e009631aca6050b1adb005f42a11f,Composite credit: split companies before assigning individual logos.
limited-run-games-modus-games,"Limited Run Games, Modus Games",1,publisher,company-logos/limited-run-games-modus-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-modus-games,,,,,,,image/svg+xml,1200,600,cc52ce38e109468302cf4762066f33ffd1b37b8085b5956b599b728990965089,Composite credit: split companies before assigning individual logos.
limited-run-games-neon-doctrine,"Limited Run Games, Neon Doctrine",1,publisher,company-logos/limited-run-games-neon-doctrine.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-neon-doctrine,,,,,,,image/svg+xml,1200,600,22ccddb1e1ebcc1028bf882d182c6632e2acf75e17fdfc82ef4692477498dada,Composite credit: split companies before assigning individual logos.
limited-run-sega,"Limited Run, SEGA",1,publisher,company-logos/limited-run-sega.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-sega,,,,,,,image/svg+xml,1200,600,fc214b6c377ebe9a37bb5aa616f6efa949c199226e43f988a643acc283cc7f3b,Composite credit: split companies before assigning individual logos.
limitedraregames,limitedraregames,1,publisher,company-logos/limitedraregames.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/limitedraregames,,,,,,,image/svg+xml,1200,600,b7f7d4d0a94bf24eb5f2617e76d30416dde2f0dfcccac730437fe436bbcce3cb,No exact authentic logo was documented in the researched sources.
line-games,line games,1,publisher,company-logos/line-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,MULTIPLE_EXACT_LABEL_ENTITIES,,,,,,,,,,,,https://www.regionatlas.games/compania/line-games,,,,,,,image/svg+xml,1200,600,57fd5e3e1c547683099da1e73b3400ceaf04968419639f023425eb1dafe5eedb,No exact authentic logo was documented in the researched sources.
lionsgate-games,Lionsgate Games,1,publisher,company-logos/lionsgate-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lionsgate-games,,,,,,,image/svg+xml,1200,600,5a972727e1e9a6f970d1251bb4fe52b9e08a2df98cef09c0764d8a54552dc56d,No exact authentic logo was documented in the researched sources.
litchi-game,Litchi Game,1,developer,company-logos/litchi-game.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q130381672,LITCHI GAME,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q130381672,,,https://www.regionatlas.games/compania/litchi-game,,,,,,,image/svg+xml,1200,600,ec277a90821392dcb024a45a968bbea3f4660ba24f7a11d381943d713b94462d,Exact entity located but no documented logo claim was available.
little-chicken-game-company,Little Chicken Game Company,1,developer,company-logos/little-chicken-game-company.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q130356637,Little Chicken Game Company,WIKIDATA_SEARCH_EXACT_LABEL,Little Chicken Game Company logo.png,https://commons.wikimedia.org/wiki/File:Little_Chicken_Game_Company_logo.png,https://upload.wikimedia.org/wikipedia/commons/3/32/Little_Chicken_Game_Company_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://www.littlechicken.nl/,Little Chicken Game Company,https://www.littlechicken.nl/,https://www.wikidata.org/wiki/Q130356637,,,https://www.regionatlas.games/compania/little-chicken-game-company,+2001-00-00T00:00:00Z,,,,,,image/png,350,129,5bf0cadc57231610588dc52d15a1b428f9ee7638cedb93e8c21dcd725b09ee10,
little-worlds-studio,Little Worlds Studio,1,developer,company-logos/little-worlds-studio.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q3256734,Little Worlds Studio,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.little-worlds.com,https://www.wikidata.org/wiki/Q3256734,,,https://www.regionatlas.games/compania/little-worlds-studio,+2004-01-01T00:00:00Z,,,,,,image/svg+xml,1200,600,3b35e4df9b7f47068df59b1e031d737133eb6034fed1d7454e0d8c3da4fc7950,Exact entity located but no documented logo claim was available.
littleorbit,LITTLEORBIT,1,publisher,company-logos/littleorbit.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/littleorbit,,,,,,,image/svg+xml,1200,600,36973ebb7909bc6ad826a520cdd9efbca75134cc47cce41727f8a53ea439fe14,No exact authentic logo was documented in the researched sources.
lka-wired-productions,"LKA, Wired Productions",1,publisher,company-logos/lka-wired-productions.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/lka-wired-productions,,,,,,,image/svg+xml,1200,600,333d4aaa6930bade90d297781e9db6a231379aafea0c894426c45ff258ccaa04,Composite credit: split companies before assigning individual logos.
lka-it,LKA.it,1,developer,company-logos/lka-it.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lka-it,,,,,,,image/svg+xml,1200,600,305dfb18240e72c23307b3a3be444c87beefe1f0cc0bd2ce2c0d93c1e4cf0387,No exact authentic logo was documented in the researched sources.
ll-project,LL Project,1,publisher,company-logos/ll-project.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ll-project,,,,,,,image/svg+xml,1200,600,af68998230a0caf533eac40b60f2e90fc2800895c124ec245a5f97238c5fc83c,No exact authentic logo was documented in the researched sources.
load-inc,Load Inc.,1,both,company-logos/load-inc.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/load-inc,,,,,,,image/svg+xml,1200,600,2964c52c6d90fee48dc82fd2ba0fb3c96e8bfbd6e07cbbb1ae0e1af2675f84f5,No exact authentic logo was documented in the researched sources.
locamalito,Locamalito,1,developer,company-logos/locamalito.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/locamalito,,,,,,,image/svg+xml,1200,600,1c51f70e24e504d5919ce3e75a964c7df756e969495808d0742d89a5aca80b6b,No exact authentic logo was documented in the researched sources.
locus,Locus,1,developer,company-logos/locus.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/locus,,,,,,,image/svg+xml,1200,600,a05bc06c6968ef9752a453e0f9c42d9e6b74840acac31e55820e04fee6fcda42,No exact authentic logo was documented in the researched sources.
log-corporation,Log Corporation,1,publisher,company-logos/log-corporation.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/log-corporation,,,,,,,image/svg+xml,1200,600,1df35daa447f2a0f0ccf67355594f1468613558fbbf6d7468e9417f252d7ce18,No exact authentic logo was documented in the researched sources.
login-soft,Login Soft,1,publisher,company-logos/login-soft.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139796426,Login Soft,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139796426,,,https://www.regionatlas.games/compania/login-soft,,,,,,,image/svg+xml,1200,600,99d866803b135f344ee3f198fe23b3e585de14f7541dfbd80815aee053452385,Exact entity located but no documented logo claim was available.
longtail-studios,Longtail Studios,1,developer,company-logos/longtail-studios.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/longtail-studios,,,,,,,image/svg+xml,1200,600,1bdb776c145578cf709f9c24764bdeac808a2d102d4e311489e574e74fb23d4c,No exact authentic logo was documented in the researched sources.
look-at-my-game-pqube,"Look At My Game, PQube",1,publisher,company-logos/look-at-my-game-pqube.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/look-at-my-game-pqube,,,,,,,image/svg+xml,1200,600,8b282b05044d9f8f09728353e1346a64455f78b71f8a4311d5644d1aa6f97c71,Composite credit: split companies before assigning individual logos.
lookatmygame,LookAtMyGame,1,developer,company-logos/lookatmygame.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lookatmygame,,,,,,,image/svg+xml,1200,600,d332ff381aa93d2ef162ee67a89bd929baf2e1b0332b4ef5ac1c536da2e307c2,No exact authentic logo was documented in the researched sources.
loose-cannon-studios,Loose Cannon Studios,1,developer,company-logos/loose-cannon-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q24288559,Loose Cannon Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q24288559,,https://en.wikipedia.org/wiki/Loose_Cannon_Studios,https://www.regionatlas.games/compania/loose-cannon-studios,+2005-01-01T00:00:00Z,,,,,,image/svg+xml,1200,600,6934f550952fd02bda6af746ea759fb15d880a2ceb91b6fcfde79a0270613557,Exact entity located but no documented logo claim was available.
loriciel-victor-musical-industries,"Loriciel, Victor Musical Industries",1,developer,company-logos/loriciel-victor-musical-industries.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/loriciel-victor-musical-industries,,,,,,,image/svg+xml,1200,600,5c84c38d414cc979752b8da1a771003df46ea099fd8bf5d9a555bedaec5648c9,Composite credit: split companies before assigning individual logos.
lovable-cult-hat-nakana-io,Lovable Cult Hat / Nakana.io,1,developer,company-logos/lovable-cult-hat-nakana-io.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/lovable-cult-hat-nakana-io,,,,,,,image/svg+xml,1200,600,62666d1908cf18da50b330dfb8b98e1f141f2124aed79686b8ab8861af3a5ecc,Composite credit: split companies before assigning individual logos.
lovedelic,LovedeLic,1,developer,company-logos/lovedelic.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lovedelic,,,,,,,image/svg+xml,1200,600,128f2e2bc9737c3a847764ce3d6b5405db3a73b40e8aa7acaa33fe5806ab6bd6,No exact authentic logo was documented in the researched sources.
lucky-chicken-games,Lucky Chicken Games,1,developer,company-logos/lucky-chicken-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q6697870,Lucky Chicken Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.luckychicken.com,https://www.wikidata.org/wiki/Q6697870,,https://en.wikipedia.org/wiki/Lucky_Chicken_Games,https://www.regionatlas.games/compania/lucky-chicken-games,+1998-00-00T00:00:00Z,+2005-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,476e11a80c69bbf55c34b3817050a6aba41939a4b82c2ea9986c997a40fd893b,Exact entity located but no documented logo claim was available.
lucky-chicken-games-inc,"Lucky Chicken Games, Inc.",1,developer,company-logos/lucky-chicken-games-inc.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/lucky-chicken-games-inc,,,,,,,image/svg+xml,1200,600,6d8c2d77fac1fba6ca5c0ecb0e4966537e4328b6e22fb43a17f791806c6de9a9,Composite credit: split companies before assigning individual logos.
ludosity,Ludosity,1,developer,company-logos/ludosity.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ludosity,,,,,,,image/svg+xml,1200,600,f66e288c37bd2a9e94022080d7ed10f476d6de7c95cff32832db7cbd14b3b6b2,No exact authentic logo was documented in the researched sources.
lunar-ray-games,Lunar Ray Games,1,developer,company-logos/lunar-ray-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q61628928,Lunar Ray Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.lunarraygames.com/,https://www.wikidata.org/wiki/Q61628928,,,https://www.regionatlas.games/compania/lunar-ray-games,+2014-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,57bffeb73966ce9bc33d18b3b428ad094512460d53a39c97ce20a19179a76c12,Exact entity located but no documented logo claim was available.
mm,M&M,1,publisher,company-logos/mm.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mm,,,,,,,image/svg+xml,1200,600,6f60b7331cd222370aa84edf3091a2342fad03bfe51b7ed7a49edfbd215a237e,No exact authentic logo was documented in the researched sources.
m2-co-ltd,"M2 Co.,LTD",1,developer,company-logos/m2-co-ltd.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/m2-co-ltd,,,,,,,image/svg+xml,1200,600,62977406262745b436dbd32d9f487dd2555ff2809bba4d35da651a82cee5365d,Composite credit: split companies before assigning individual logos.
m2-shot-triggers,M2 Shot Triggers,1,publisher,company-logos/m2-shot-triggers.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/m2-shot-triggers,,,,,,,image/svg+xml,1200,600,7ece238fd25972894284ba3b69232812fcce9b29fea4dc49ed06470049e6cf94,No exact authentic logo was documented in the researched sources.
m7-games,M7 Games,1,both,company-logos/m7-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/m7-games,,,,,,,image/svg+xml,1200,600,ff80d96ecf3c810273e26fb00d8d20c5288225a821aa29dd07e6dff7140c53a7,No exact authentic logo was documented in the researched sources.
machatin,Machatin,1,developer,company-logos/machatin.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/machatin,,,,,,,image/svg+xml,1200,600,5b8dbc40457f8a2ce9768afd0e8184c81ed645ad5c4b7f66255254745174ac59,No exact authentic logo was documented in the researched sources.
machine-games,Machine Games,1,developer,company-logos/machine-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/machine-games,,,,,,,image/svg+xml,1200,600,fc2a8873fd725c6ba862951f517284b8d58fd9c1399d332bfd47f9e52678fd45,No exact authentic logo was documented in the researched sources.
mad-catz-pdp,"Mad Catz, PDP",1,developer,company-logos/mad-catz-pdp.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/mad-catz-pdp,,,,,,,image/svg+xml,1200,600,abf0ebc3515b5ebde625f717e90e5b418340bfc0de0b7e87745073f21db8db7e,Composite credit: split companies before assigning individual logos.
mad-gear-games,Mad Gear Games,1,developer,company-logos/mad-gear-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mad-gear-games,,,,,,,image/svg+xml,1200,600,899f16e8449ca559f41b566c01b601469bf9536aa5ee1a5ed493ca0331f07bcd,No exact authentic logo was documented in the researched sources.
mad-multimedia,MAD Multimedia,1,publisher,company-logos/mad-multimedia.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mad-multimedia,,,,,,,image/svg+xml,1200,600,80112e97f8db0f382b7f5142e00334dcc1ebd1155f5a4818f56a9dd9e56d656b,No exact authentic logo was documented in the researched sources.
madcatz,Madcatz,1,publisher,company-logos/madcatz.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/madcatz,,,,,,,image/svg+xml,1200,600,c95627e305ae6f446be9c282c09bbc8672b57cc4288ef67acf157b96b5959237,No exact authentic logo was documented in the researched sources.
maddy-makes-games,Maddy Makes Games,1,developer,company-logos/maddy-makes-games.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q91620371,Maddy Makes Games,WIKIDATA_SEARCH_EXACT_LABEL,Maddy Makes Games first logo.png,https://commons.wikimedia.org/wiki/File:Maddy_Makes_Games_first_logo.png,https://upload.wikimedia.org/wikipedia/commons/8/8f/Maddy_Makes_Games_first_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://web.archive.org/web/20211013074701/https://www.mattmakesgames.com,Maddy Thorson,http://www.mattmakesgames.com/,https://www.wikidata.org/wiki/Q91620371,,https://en.wikipedia.org/wiki/Maddy_Makes_Games,https://www.regionatlas.games/compania/maddy-makes-games,+2012-11-08T00:00:00Z,+2019-09-00T00:00:00Z,,Q39037814,,,image/png,340,220,9a61eb45a0c906ec95cb1bb583f2f6b9cc706499eecb7184b75f98a31c104ca0,
magic-design-studios,Magic Design Studios,1,developer,company-logos/magic-design-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q85671146,Magic Design Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.magicdesignstudios.com/,https://www.wikidata.org/wiki/Q85671146,,,https://www.regionatlas.games/compania/magic-design-studios,+2015-11-16T00:00:00Z,,,,,,image/svg+xml,1200,600,d82b7697689a36b3cbc6669ee893bfdde6eb8d3426364c33c143bb61ea6c75ce,Exact entity located but no documented logo claim was available.
magical,Magical,1,both,company-logos/magical.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/magical,,,,,,,image/svg+xml,1200,600,f74e1bd2e90889d8e606cccc0084042742c4289053138c29c2d3fcfdeb0f3bd3,No exact authentic logo was documented in the researched sources.
magicaltimebean,MagicalTimeBean,1,developer,company-logos/magicaltimebean.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q33252564,MagicalTimeBean,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q33252564,,,https://www.regionatlas.games/compania/magicaltimebean,,,,,,,image/svg+xml,1200,600,843748c60f39a166412c362213741337bca6bf61c1fb2a98e8c73327a50243b0,Exact entity located but no documented logo claim was available.
majesco-entertainment-company,Majesco Entertainment Company,1,publisher,company-logos/majesco-entertainment-company.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/majesco-entertainment-company,,,,,,,image/svg+xml,1200,600,e6fe2cb206d3409d4dc9a04793d296302ccb9948ef4bf371c5d36f25ea185a48,No exact authentic logo was documented in the researched sources.
man-eater-games,Man-Eater Games,1,developer,company-logos/man-eater-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/man-eater-games,,,,,,,image/svg+xml,1200,600,453f18c7dda6548c38370160ec571eac693cc0103ce2619c3e4aeed402c853c1,No exact authentic logo was documented in the researched sources.
manavoid-entertainment,ManaVoid Entertainment,1,developer,company-logos/manavoid-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q125491200,ManaVoid Entertainment,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://manavoid.com,https://www.wikidata.org/wiki/Q125491200,,,https://www.regionatlas.games/compania/manavoid-entertainment,,,,,,,image/svg+xml,1200,600,fe1828b37600e37602fd7689dc2715d16295613bd87e00cef3b7751b942f8614,Exact entity located but no documented logo claim was available.
mandragora,Mandragora,1,developer,company-logos/mandragora.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q24255996,Mandragora,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q24255996,,,https://www.regionatlas.games/compania/mandragora,,,,,,,image/svg+xml,1200,600,897eca48273e212d1b724b9e44dd4544ed158a786cbb86e61fec1a753a8fa6de,Exact entity located but no documented logo claim was available.
